Make,Variant,Length (ft),Geographic Region,Country/Region/State ,Listing Price (USD),Year,IsCatamarans,LOA,LWL,Beam,SA,Draft,Displacement,GDP,Gini,YearDis
Fountaine Pajot,Salina 48,47,Europe,Italy,418744,2008,1,14.3,13.59,7.8,130.99,1.1,10841,33673,33.8,12
Dufour,56 Exclusive,56,Europe,Italy,421500,2016,0,16.7,15,4.78,115,2.23,22500,33673,33.8,4
Lagoon,450,45.8,Europe,Italy,424393,2014,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,6
Lagoon,450,44.6,Europe,Italy,424812,2014,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,6
X-Yachts,X-50,50,Europe,Italy,425086,2010,0,15.24,13.14,4.28,124.68,3,12400,33673,33.8,10
Malo,40 Classic MK Il,40,Europe,Italy,425144,2007,0,13.4,10.78,3.97,77.3,1.97,11000,33673,33.8,13
Solaris,44,44,Europe,Italy,443364,2013,0,13.6,12.4,4.18,117.89,2.6,9800,33673,33.8,7
Lagoon,450,45.8,Europe,Italy,448644,2012,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,8
Lagoon,450,45.8,Europe,Italy,449087,2012,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,8
Lagoon,450,45.8,Europe,Italy,449438,2012,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,8
Dufour,520 GL,50,Europe,Italy,451806,2019,0,15.2,13.67,4.8,100.71,2.3,15245,33673,33.8,1
Hanse,575,56,Europe,Italy,455449,2013,0,17.15,15.15,5.2,140.75,2.85,19500,33673,33.8,7
Leopard,40,39,Europe,Italy,460769,2016,1,12.4,10,3.83,72.46,1.92,9480,33673,33.8,4
Lagoon,450,45.8,Europe,Italy,461702,2013,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,7
Solaris,44,44,Europe,Italy,467658,2012,0,13.6,12.4,4.18,117.89,2.6,9800,33673,33.8,8
Beneteau,Oceanis 55,55,Europe,Italy,467658,2015,0,16.79,15.16,4.95,134.71,2.21,16695,33673,33.8,5
Lagoon,450,45.8,Europe,Italy,473362,2012,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,8
Lagoon,42,42.5,Europe,Italy,473362,2016,1,12.95,11.81,6.91,103.96,1.35,7507,33673,33.8,4
Grand Soleil,56,55,Europe,Italy,473732,2007,0,17.07,14.63,4.34,50.69,2.74,9979,33673,33.8,13
Grand Soleil,56,55,Europe,Italy,473751,2007,0,17.07,14.63,4.34,50.69,2.74,9979,33673,33.8,13
Lagoon,450,45.8,Europe,Italy,474211,2012,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,8
Lagoon,450F,45.8,Europe,Italy,474211,2016,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,4
Beneteau,Oceanis 51.1,51,Europe,Italy,479824,2018,0,15.94,14.52,4.8,106,2.3,13930,33673,33.8,2
Beneteau,Oceanis 55,55,Europe,Italy,484664,2017,0,16.79,15.16,4.95,134.71,2.21,16695,33673,33.8,3
Lagoon,42,42.5,Europe,Italy,485500,2019,1,12.95,11.81,6.91,103.96,1.35,7507,33673,33.8,1
Lagoon,450,45.8,Europe,Italy,486371,2012,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,8
Lagoon,450,45.8,Europe,Italy,486371,2015,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,5
Lagoon,42,42.5,Europe,Italy,486371,2019,1,12.95,11.81,6.91,103.96,1.35,7507,33673,33.8,1
Lagoon,450,45.8,Europe,Italy,486404,2015,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,5
Lagoon,500,51,Europe,Italy,497146,2007,1,15.54,14.94,8.53,110.83,1.4,17603,33673,33.8,13
Bali,4.1,41,Europe,Italy,497146,2018,1,12.12,11.88,6.72,105.4,1.12,8900,33673,33.8,2
Bali,4.1,41,Europe,Italy,497958,2018,1,12.12,11.88,6.72,105.4,1.12,8900,33673,33.8,2
Grand Soleil,56,55,Europe,Italy,498026,2011,0,17.07,14.63,4.34,50.69,2.74,9979,33673,33.8,9
Grand Soleil,56 EXTREME,55,Europe,Italy,498045,2011,0,13.87,11.99,4.29,84.91,2.44,12020,33673,33.8,9
Jeanneau,51,51,Europe,Italy,499619,2017,0,5.15,4.65,1.86,11.98,1.08,360,33673,33.8,3
Grand Soleil,46 LC,47,Europe,Italy,508978,2015,0,14.72,12.72,4.41,112,2.3,12000,33673,33.8,5
Bali,4.1,41,Europe,Italy,509271,2019,1,12.12,11.88,6.72,105.4,1.12,8900,33673,33.8,1
Fountaine Pajot,Helia 44,43.6,Europe,Italy,509775,2015,1,13.3,12.64,7.4,69.96,1.15,10800,33673,33.8,5
Lagoon,450F,45.8,Europe,Italy,509775,2017,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,3
Bali,4.1,41,Europe,Italy,510103,2019,1,12.12,11.88,6.72,105.4,1.12,8900,33673,33.8,1
Fountaine Pajot,Helia 44,43.6,Europe,Italy,510689,2015,1,13.3,12.64,7.4,69.96,1.15,10800,33673,33.8,5
Lagoon,450,45.8,Europe,Italy,510689,2016,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,4
Lagoon,42,42.5,Europe,Italy,515844,2016,1,12.95,11.81,6.91,103.96,1.35,7507,33673,33.8,4
Lagoon,42,42.5,Europe,Italy,515844,2016,1,12.95,11.81,6.91,103.96,1.35,7507,33673,33.8,4
Lagoon,450F,45.8,Europe,Italy,521397,2018,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,2
Lagoon,450F,45.8,Europe,Italy,521912,2016,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,4
Lagoon,450F,45.8,Europe,Italy,522319,2018,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,2
Grand Soleil,46 LC,47,Europe,Italy,522452,2016,0,14.72,12.72,4.41,112,2.3,12000,33673,33.8,4
Fountaine Pajot,Helia 44,43.6,Europe,Italy,534050,2013,1,13.3,12.64,7.4,69.96,1.15,10800,33673,33.8,7
Lagoon,450F,45.8,Europe,Italy,535008,2018,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,2
Lagoon,450F,45.8,Europe,Italy,546187,2016,1,13.96,13.26,7.87,129.88,1.3,15003,33673,33.8,4
Grand Soleil,50,49,Europe,Italy,546613,2010,0,15.15,13.42,4.58,138.98,2.9,13000,33673,33.8,10
Bali,4.3,43,Europe,Italy,546613,2018,1,13.1,12.6,7.12,93.83,0.95,11300,33673,33.8,2
X-Yachts,Xc 50,50,Europe,Italy,546635,2012,0,15.61,13.51,4.6,126.4,2.35,16085,33673,33.8,8
Bali,4.3,43,Europe,Italy,547167,2018,1,13.1,12.6,7.12,93.83,0.95,11300,33673,33.8,2
Amel,54,56,Europe,Italy,558760,2008,0,17.2,15.35,4.8,139.91,2.1,17500,33673,33.8,12
X-Yachts,X-55,55,Europe,Italy,570907,2007,0,16.76,14.46,4.57,167.23,3.2,16501,33673,33.8,13
X-Yachts,Xc 50,50,Europe,Italy,570907,2011,0,15.61,13.51,4.6,126.4,2.35,16085,33673,33.8,9
Lagoon,42,42.5,Europe,Italy,594737,2019,1,12.95,11.81,6.91,103.96,1.35,7507,33673,33.8,1
Grand Soleil,54,53,Europe,Italy,601275,2015,0,16.35,14.85,4.65,174.94,2.7,16000,33673,33.8,5
Bali,4.5,44.6,Europe,Italy,601275,2017,1,13.6,13,7.42,151,1.22,11600,33673,33.8,3
Bali,4.5,44.6,Europe,Italy,601884,2017,1,13.6,13,7.42,151,1.22,11600,33673,33.8,3
X-Yachts,XP50,50,Europe,Italy,607373,2012,0,15.57,13.31,4.43,152.92,2.65,13600,33673,33.8,8
Lagoon,500,51,Europe,Italy,667562,2008,1,15.54,14.94,8.53,110.83,1.4,17603,33673,33.8,12
X-Yachts,XP50,50,Europe,Italy,727632,2017,0,15.57,13.31,4.43,152.92,2.65,13600,33673,33.8,3
Fountaine Pajot,Saona 47,45.7,Europe,Italy,760007,2019,1,14.02,14.02,7.71,74.97,1.28,13800,33673,33.8,1
Hallberg-Rassy,54,55,Europe,Italy,789445,2007,0,16.74,14.3,4.7,141.49,2.3,26300,33673,33.8,13
Bali,5.4,55.5,Europe,Italy,811143,2019,1,13.6,13,7.42,151,1.22,11600,33673,33.8,1
Lagoon,50,48,Europe,Italy,873900,2018,1,14.75,14.31,8.1,144,1.4,19956,33673,33.8,2
Lagoon,50,48,Europe,Italy,874616,2018,1,14.75,14.31,8.1,144,1.4,19956,33673,33.8,2
Solaris,50,50,Europe,Italy,886728,2017,0,15.4,14.25,4.55,159.89,2.8,14200,33673,33.8,3
Fountaine Pajot,SABA 50,49,Europe,Italy,910312,2018,1,14.98,14.3,7.99,119.94,1.25,15474,33673,33.8,2
Fountaine Pajot,SABA 50,49,Europe,Italy,910312,2018,1,14.98,14.3,7.99,119.94,1.25,15474,33673,33.8,2
Lagoon,52,52,Europe,Italy,997060,2014,1,15.85,15.06,8.74,155.98,1.55,26038,33673,33.8,6
Fountaine Pajot,SABA 50 Maestro,49,Europe,Italy,1055962,2015,1,15.2,13.76,4.68,126.61,2.23,12867,33673,33.8,5
Nautitech,542,53.5,Europe,Italy,1185529,2014,1,14.33,14.02,7.62,84,1.22,9202,33673,33.8,6
Nautor,Swan ClubSwan 50,50,Europe,Italy,1214531,2016,0,15.1,13.3,4.5,109.9,1.7,12453,33673,33.8,4
Beneteau,Oceanis 41.1,40,Caribbean,Bahamas,129999,2018,0,12.43,11.37,4.2,82,2.19,7836,32610,33.8,2
Beneteau,Oceanis 41,40,Caribbean,Bahamas,129999,2018,0,12.38,11.3,4.2,83.8,2.05,8450,32610,33.8,2
Beneteau,Oceanis 41.1,40,Caribbean,Bahamas,169999,2018,0,12.43,11.37,4.2,82,2.19,7836,32610,33.8,2
Beneteau,Oceanis 41,40,Caribbean,Bahamas,169999,2018,0,12.38,11.3,4.2,83.8,2.05,8450,32610,33.8,2
Bavaria,Cruiser 50,49,Caribbean,Bahamas,184900,2006,0,14.99,13.86,4.67,116.59,1.85,12600,32610,33.8,14
Leopard,40,39,Caribbean,Bahamas,209999,2017,1,12.4,10,3.83,72.46,1.92,9480,32610,33.8,3
Leopard,44,42.5,Caribbean,Bahamas,239999,2016,1,12.98,12.7,7.25,122.91,1.27,12615,32610,33.8,4
Leopard,44,42.5,Caribbean,Bahamas,339999,2015,1,12.98,12.7,7.25,122.91,1.27,12615,32610,33.8,5
Leopard,48,48,Caribbean,Bahamas,339999,2016,1,14.75,13.85,7.64,144.37,1.47,17000,32610,33.8,4
Lagoon,400 S2,39,Caribbean,Bahamas,340000,2016,1,12.6,12.29,7.49,75.16,1.27,7276,32610,33.8,4
Lagoon,400,39,Caribbean,Bahamas,340000,2016,1,11.97,11.45,7.25,83.89,1.21,10220,32610,33.8,4
Lagoon,450,45.8,Caribbean,Bahamas,369000,2013,1,13.96,13.26,7.87,129.88,1.3,15003,32610,33.8,7
Leopard,48,48,Caribbean,Bahamas,379999,2017,1,14.75,13.85,7.64,144.37,1.47,17000,32610,33.8,3
Beneteau,Oceanis 40,40,Caribbean,Aruba,155000,2009,0,12.15,10.35,3.91,63.27,1.9,8260,31650,29.2,11
Lagoon,450F,45.8,Caribbean,Aruba,680000,2017,1,13.96,13.26,7.87,129.88,1.3,15003,31650,29.2,3
Beneteau,Cyclades 43.3,43,Europe,Malta,95961,2006,0,13.26,12.39,4.43,75.81,1.9,8980,31198,28,14
Beneteau,Oceanis Clipper 423,43,Europe,Malta,127526,2005,0,16.2,14.63,4.9,124.86,2.4,14000,31198,28,15
Beneteau,Oceanis Clipper 473,47,Europe,Malta,133611,2005,0,16.2,14.63,4.9,124.86,2.4,14000,31198,28,15
Elan,Impression 434,44,Europe,Malta,145156,2007,0,13.41,11.45,4.18,86.21,1.9,10900,31198,28,13
Beneteau,Oceanis Clipper 423,43,Europe,Malta,145764,2006,0,16.2,14.63,4.9,124.86,2.4,14000,31198,28,14
Dufour,455 GL,45,Europe,Malta,145801,2008,0,13.76,11.91,4.3,78.87,2.01,10426,31198,28,12
Jeanneau,Sun Odyssey 45,45,Europe,Malta,151876,2008,0,13.72,11.61,4.37,100.6,2.05,9900,31198,28,12
Dufour,425 GL,42,Europe,Malta,163962,2011,0,12.9,11.23,4.16,67.08,2.1,8820,31198,28,9
Dufour,455,45,Europe,Malta,163984,2006,0,13.76,11.91,4.3,78.87,2.01,10426,31198,28,14
Dufour,405 GL,40,Europe,Malta,164026,2012,0,13.5,11.92,4.35,93.92,2.2,10275,31198,28,8
Dufour,455 GL,45,Europe,Malta,166413,2011,0,13.76,11.91,4.3,78.87,2.01,10426,31198,28,9
Dufour,412 GL,40,Europe,Malta,167605,2016,0,12.35,11.15,4.2,70.98,2.1,8940,31198,28,4
Elan,Impression 434,44,Europe,Malta,168843,2006,0,13.41,11.45,4.18,86.21,1.9,10900,31198,28,14
Dufour,455,45,Europe,Malta,170101,2011,0,13.76,11.91,4.3,78.87,2.01,10426,31198,28,9
Dufour,455 GL,45,Europe,Malta,176131,2010,0,13.76,11.91,4.3,78.87,2.01,10426,31198,28,10
Bavaria,50 Cruiser,49,Europe,Malta,184634,2007,0,14.99,13.86,4.67,116.59,1.85,12600,31198,28,13
Beneteau,Oceanis 50,49,Europe,Malta,206498,2006,0,15.1,13.3,4.5,109.9,1.7,12453,31198,28,14
J Boats,J 122,40,Europe,Malta,212572,2008,0,12.19,10.55,3.63,80.36,2.2,6759,31198,28,12
Dufour,485,48,Europe,Malta,242939,2008,0,14.73,13,4.7,108.88,2.25,12280,31198,28,12
Beneteau,Oceanis 54,54,Europe,Malta,267197,2011,0,13.84,12.8,4.5,99.96,2.16,9547,31198,28,9
Fountaine Pajot,Lipari 41,39,Europe,Malta,302787,2011,1,11.95,11.82,6.75,67.45,1.1,9800,31198,28,9
Lagoon,400,39,Europe,Malta,327712,2014,1,11.97,11.45,7.25,83.89,1.21,10220,31198,28,6
Lagoon,400 S2,39,Europe,Malta,327923,2014,1,12.6,12.29,7.49,75.16,1.27,7276,31198,28,6
Elan,GT5,43,Europe,Malta,339872,2018,0,13.2,11.58,3.91,72,2.44,8650,31198,28,2
Lagoon,42,42.5,Europe,Malta,425144,2017,1,12.95,11.81,6.91,103.96,1.35,7507,31198,28,3
Dufour,520 GL,50,Europe,Malta,425144,2018,0,15.2,13.67,4.8,100.71,2.3,15245,31198,28,2
Lagoon,450,45.8,Europe,Malta,479431,2011,1,13.96,13.26,7.87,129.88,1.3,15003,31198,28,9
X-Yachts,Xp 44,44,Europe,Malta,516246,2015,0,13.88,11.89,4.07,105.91,2.3,8650,31198,28,5
Hanse,588,56,Europe,Malta,722646,2017,0,17.2,15.15,5.2,156.91,2.65,22800,31198,28,3
Bavaria,38 Cruiser,38,Europe,Spain,82599,2008,0,12.3,10.26,3.86,69.77,1.7,6985,29581,32.4,12
Beneteau,Cyclades 39.3 ,39,Europe,Spain,83814,2007,0,11.97,10.67,3.95,59.37,1.9,7095,29581,32.4,13
Bavaria,39 Cruiser,39,Europe,Spain,91102,2006,0,11.94,10.72,3.96,82.68,1.85,8283,29581,32.4,14
Bavaria,39 Cruiser,39,Europe,Spain,91102,2007,0,11.94,10.72,3.96,82.68,1.85,8283,29581,32.4,13
Hanse,400,40,Europe,Spain,91102,2007,0,12.23,10.8,4.04,83.24,1.98,8500,29581,32.4,13
Beneteau,Cyclades 39.3 ,39,Europe,Spain,94746,2007,0,11.97,10.67,3.95,59.37,1.9,7095,29581,32.4,13
Beneteau,Oceanis Clipper 423,43,Europe,Spain,95961,2006,0,16.2,14.63,4.9,124.86,2.4,14000,29581,32.4,14
Bavaria,39 Cruiser,39,Europe,Spain,95961,2008,0,11.94,10.72,3.96,82.68,1.85,8283,29581,32.4,12
Jeanneau,Sun Odyssey 39i,39,Europe,Spain,97200,2008,0,11.86,10.71,3.88,62.25,2,7330,29581,32.4,12
Hanse,411,40,Europe,Spain,100820,2006,0,12.35,10.9,4.05,82.1,1.98,9700,29581,32.4,14
Beneteau,Oceanis 40,40,Europe,Spain,100820,2008,0,12.15,10.35,3.91,63.27,1.9,8260,29581,32.4,12
Hanse,400,40,Europe,Spain,103128,2007,0,12.23,10.8,4.04,83.24,1.98,8500,29581,32.4,13
Hanse,400,40,Europe,Spain,103154,2007,0,12.23,10.8,4.04,83.24,1.98,8500,29581,32.4,13
Beneteau,Cyclades 39.3 ,39,Europe,Spain,103249,2005,0,11.97,10.67,3.95,59.37,1.9,7095,29581,32.4,15
Jeanneau,Sun Odyssey 409,40,Europe,Spain,103275,2013,0,14.78,13.23,4.47,108.98,2.23,11290,29581,32.4,7
Beneteau,Oceanis 40,40,Europe,Spain,106562,2007,0,12.15,10.35,3.91,63.27,1.9,8260,29581,32.4,13
Elan,Impression 434,44,Europe,Spain,106893,2006,0,13.41,11.45,4.18,86.21,1.9,10900,29581,32.4,14
Hanse,400,40,Europe,Spain,106893,2008,0,12.23,10.8,4.04,83.24,1.98,8500,29581,32.4,12
Bavaria,51 Cruiser,49,Europe,Spain,106893,2010,0,15,13.45,4.49,127.37,1.85,12600,29581,32.4,10
Hanse,400,40,Europe,Spain,106920,2008,0,12.23,10.8,4.04,83.24,1.98,8500,29581,32.4,12
Beneteau,Cyclades 39.3 ,39,Europe,Spain,108108,2005,0,11.97,10.67,3.95,59.37,1.9,7095,29581,32.4,15
Dufour,40 Performance,40,Europe,Spain,108108,2006,0,15.85,13.4,4.5,127.35,2.8,11500,29581,32.4,14
Dehler,Varianta 44,44,Europe,Spain,108108,2015,0,13.33,12,4.16,104.89,2.23,9800,29581,32.4,5
Jeanneau,Sun Odyssey 45,45,Europe,Spain,109229,2007,0,13.72,11.61,4.37,100.6,2.05,9900,29581,32.4,13
Dufour,455 GL,45,Europe,Spain,109323,2008,0,13.76,11.91,4.3,78.87,2.01,10426,29581,32.4,12
Jeanneau,Sun Odyssey 39i Performance,39,Europe,Spain,111780,2007,0,13.72,11.61,4.37,104.2,2.3,9900,29581,32.4,13
Beneteau,Oceanis 43,43,Europe,Spain,115380,2009,0,13.15,11.75,3.94,79.9,1.7,8845,29581,32.4,11
Jeanneau,Sun Odyssey 439,43,Europe,Spain,120239,2011,0,13.34,12,4.24,85.19,2.2,9880,29581,32.4,9
Bavaria,51 Cruiser,49,Europe,Spain,120255,2010,0,15,13.45,4.49,127.37,1.85,12600,29581,32.4,10
Jeanneau,SUN ODYSSEY 40.3,40,Europe,Spain,121470,2005,0,12.2,10.74,3.95,63.82,1.95,8090,29581,32.4,15
Jeanneau,Sun Odyssey 40.9,40,Europe,Spain,127526,2013,0,12.34,11,3.99,71.81,2.1,7450,29581,32.4,7
Elan,Impression 434,44,Europe,Spain,127543,2007,0,13.41,11.45,4.18,86.21,1.9,10900,29581,32.4,13
Elan,Impression 434,44,Europe,Spain,129973,2006,0,13.41,11.45,4.18,86.21,1.9,10900,29581,32.4,14
Jeanneau,Sun Odyssey 45,45,Europe,Spain,132402,2006,0,13.72,11.61,4.37,100.6,2.05,9900,29581,32.4,14
Beneteau,Oceanis 46,47,Europe,Spain,132402,2009,0,14.4,12.2,4.25,81.57,2.05,10565,29581,32.4,11
Wauquiez,Centurion 40s,40,Europe,Spain,132436,2005,0,12.35,11.11,3.85,76.55,2.3,8600,29581,32.4,15
Jeanneau,Sun Odyssey 45,45,Europe,Spain,132436,2006,0,13.72,11.61,4.37,100.6,2.05,9900,29581,32.4,14
Jeanneau,Sun Odyssey 409,40,Europe,Spain,132436,2013,0,14.78,13.23,4.47,108.98,2.23,11290,29581,32.4,7
Jeanneau,Sun Odyssey 42 DS,42,Europe,Spain,133230,2006,0,12.93,11.6,4.13,71.35,2.13,8925,29581,32.4,14
Jeanneau,Sun Odyssey 439,43,Europe,Spain,133617,2013,0,13.34,12,4.24,85.19,2.2,9880,29581,32.4,7
Elan,444 Impression,45,Europe,Spain,133617,2014,0,13.85,12.95,4.18,77.76,1.9,10900,29581,32.4,6
Bavaria,50 Cruiser,49,Europe,Spain,139690,2006,0,14.99,13.86,4.67,116.59,1.85,12600,29581,32.4,14
Jeanneau,Sun Odyssey 409,40,Europe,Spain,139726,2015,0,14.78,13.23,4.47,108.98,2.23,11290,29581,32.4,5
Beneteau,Oceanis 43,43,Europe,Spain,144549,2008,0,13.15,11.75,3.94,79.9,1.7,8845,29581,32.4,12
Bavaria,45 Cruiser,44,Europe,Spain,144549,2014,0,13.6,12.74,4.35,97.18,1.73,12600,29581,32.4,6
Jeanneau,Sun Odyssey 409,40,Europe,Spain,144549,2015,0,14.78,13.23,4.47,108.98,2.23,11290,29581,32.4,5
Beneteau,Oceanis Clipper 473,47,Europe,Spain,144586,2006,0,16.2,14.63,4.9,124.86,2.4,14000,29581,32.4,14
Beneteau,Oceanis Clipper 473,47,Europe,Spain,144586,2006,0,16.2,14.63,4.9,124.86,2.4,14000,29581,32.4,14
Jeanneau,45 Sun Odyssey Performance,45,Europe,Spain,145199,2008,0,13.72,11.61,4.37,104.2,2.3,9900,29581,32.4,12
Dufour,410 GL,40,Europe,Spain,145622,2015,0,12.4,11.2,4.2,79.9,2.1,8940,29581,32.4,5
Hanse,430,43,Europe,Spain,145642,2007,0,13.3,12,4.18,94.95,2.16,10900,29581,32.4,13
Bavaria,49 Cruiser,50,Europe,Spain,145744,2005,0,11.94,10.72,3.96,82.68,1.85,8283,29581,32.4,15
Bavaria,Cruiser 46,46,Europe,Spain,145769,2005,0,14.27,12.74,4.35,107.95,2.1,12600,29581,32.4,15
Beneteau,Oceanis 40,40,Europe,Spain,146488,2007,0,12.15,10.35,3.91,63.27,1.9,8260,29581,32.4,13
Jeanneau,Sun Odyssey 439,43,Europe,Spain,146958,2011,0,13.34,12,4.24,85.19,2.2,9880,29581,32.4,9
Archambault,40 RC,39,Europe,Spain,151816,2009,0,11.98,10.54,3.75,78.69,2.48,6650,29581,32.4,11
Dufour,425,42,Europe,Spain,151837,2009,0,12.9,11.23,4.16,67.08,2.1,8820,29581,32.4,11
Beneteau,Oceanis 473,47,Europe,Spain,151876,2006,0,14.3,13.36,4.32,83.43,1.7,11012,29581,32.4,14
Beneteau,Oceanis 473,47,Europe,Spain,151876,2006,0,14.3,13.36,4.32,83.43,1.7,11012,29581,32.4,14
Beneteau,Oceanis 473,47,Europe,Spain,151876,2006,0,14.3,13.36,4.32,83.43,1.7,11012,29581,32.4,14
Archambault,40 RC,39,Europe,Spain,151876,2009,0,11.98,10.54,3.75,78.69,2.48,6650,29581,32.4,11
Jeanneau,Sun Odyssey 45,45,Europe,Spain,156696,2006,0,13.72,11.61,4.37,100.6,2.05,9900,29581,32.4,14
Jeanneau,Sun Odyssey 439,43,Europe,Spain,157889,2014,0,13.34,12,4.24,85.19,2.2,9880,29581,32.4,6
Beneteau,Oceanis 46,47,Europe,Spain,157904,2008,0,14.4,12.2,4.25,81.57,2.05,10565,29581,32.4,12
Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,162811,2007,0,13.75,11.45,4.37,99.6,2.05,9900,29581,32.4,13
Beneteau,Oceanis 41,40,Europe,Spain,163863,2012,0,12.38,11.3,4.2,83.8,2.05,8450,29581,32.4,8
Beneteau,Oceanis 43,43,Europe,Spain,163962,2008,0,13.15,11.75,3.94,79.9,1.7,8845,29581,32.4,12
Jeanneau,Sun Odyssey 49,49,Europe,Spain,168843,2005,0,14.98,12.9,4.5,93.37,2.36,12600,29581,32.4,15
Dufour,455 GL,45,Europe,Spain,168886,2006,0,13.76,11.91,4.3,78.87,2.01,10426,29581,32.4,14
Hunter,466,46,Europe,Spain,169000,2005,0,14.05,12.09,4.27,86.68,1.98,11875,29581,32.4,15
Bavaria,Cruiser 46,46,Europe,Spain,169936,2015,0,14.27,12.74,4.35,107.95,2.1,12600,29581,32.4,5
Hanse,461,46,Europe,Spain,170057,2005,0,14,12.6,4.47,107.77,2.3,11900,29581,32.4,15
Jeanneau,Sun Odyssey 42 DS,42,Europe,Spain,176131,2008,0,12.93,11.6,4.13,71.35,2.13,8925,29581,32.4,12
Beneteau,Oceanis 46,47,Europe,Spain,177346,2008,0,14.4,12.2,4.25,81.57,2.05,10565,29581,32.4,12
Elan,Impression 434,44,Europe,Spain,179775,2007,0,13.41,11.45,4.18,86.21,1.9,10900,29581,32.4,13
Beneteau,First 40,40,Europe,Spain,179775,2011,0,12.24,10.67,3.89,78.78,2.45,7536,29581,32.4,9
Hanse,461,46,Europe,Spain,179942,2005,0,14,12.6,4.47,107.77,2.3,11900,29581,32.4,15
Jeanneau,Sun Odyssey 509,50,Europe,Spain,180990,2012,0,15.38,13.92,4.69,113.9,2.28,13900,29581,32.4,8
Jeanneau,Sun Odyssey 439,43,Europe,Spain,182180,2013,0,13.34,12,4.24,85.19,2.2,9880,29581,32.4,7
Beneteau,First 40,40,Europe,Spain,182204,2009,0,12.24,10.67,3.89,78.78,2.45,7536,29581,32.4,11
Bavaria,50 Cruiser,49,Europe,Spain,182212,2007,0,14.99,13.86,4.67,116.59,1.85,12600,29581,32.4,13
Bavaria,50 Cruiser,49,Europe,Spain,182212,2008,0,14.99,13.86,4.67,116.59,1.85,12600,29581,32.4,12
Tofinou,12,39,Europe,Spain,182251,2011,0,11.99,11.39,3.2,81.94,2.4,4800,29581,32.4,9
Beneteau,Oceanis 45,45,Europe,Spain,182251,2017,0,13.84,12.8,4.5,99.96,2.16,9547,29581,32.4,3
Jeanneau,Sun Odyssey 42 DS,42,Europe,Spain,188278,2009,0,12.93,11.6,4.13,71.35,2.13,8925,29581,32.4,11
Jeanneau,Sun Odyssey 469,46,Europe,Spain,188278,2013,0,14.05,12.54,4.49,92.9,2.24,10809,29581,32.4,7
Dufour,485 GL,48,Europe,Spain,188285,2007,0,14.73,13,4.7,108.88,2.25,12280,29581,32.4,13
Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,188326,2010,0,13.75,11.45,4.37,99.6,2.05,9900,29581,32.4,10
Wauquiez,Pilot Saloon 41,42,Europe,Spain,193137,2006,0,12.95,11,4.04,64.1,2,10000,29581,32.4,14
Dehler,47,47,Europe,Spain,193186,2007,0,12.4,11.5,3.93,91.97,2.15,8195,29581,32.4,13
Hanse,445,44,Europe,Spain,193186,2011,0,13.52,12.2,4.38,94.85,2.25,11000,29581,32.4,9
Dufour,485,48,Europe,Spain,194351,2007,0,14.73,13,4.7,108.88,2.25,12280,29581,32.4,13
Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,194351,2010,0,13.75,11.45,4.37,99.6,2.05,9900,29581,32.4,10
Elan,Impression 434,44,Europe,Spain,200425,2007,0,13.41,11.45,4.18,86.21,1.9,10900,29581,32.4,13
Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,200425,2008,0,13.75,11.45,4.37,99.6,2.05,9900,29581,32.4,12
Jeanneau,Sun Odyssey 439,43,Europe,Spain,200425,2013,0,13.34,12,4.24,85.19,2.2,9880,29581,32.4,7
Beneteau,First 45,46,Europe,Spain,200433,2009,0,13.87,11.99,4.29,84.91,2.44,12020,29581,32.4,11
Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,200476,2010,0,13.75,11.45,4.37,99.6,2.05,9900,29581,32.4,10
Hanse,445,44,Europe,Spain,203845,2012,0,13.52,12.2,4.38,94.85,2.25,11000,29581,32.4,8
Dufour,485 GL,48,Europe,Spain,204069,2007,0,14.73,13,4.7,108.88,2.25,12280,29581,32.4,13
J Boats,J 122,40,Europe,Spain,204121,2008,0,12.19,10.55,3.63,80.36,2.2,6759,29581,32.4,12
Bavaria,41 Cruiser,40,Europe,Spain,205256,2016,0,12.35,10.75,3.96,81.94,2.05,8680,29581,32.4,4
